player_id,City,Event,Sport
3010,Lake Placid,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
3127,Sochi,Luge Women's Singles,Luge
3837,Salt Lake City,Skeleton Men's Skeleton,Skeleton
3847,Nagano,Alpine Skiing Men's Slalom,Alpine Skiing
3848,Salt Lake City,Alpine Skiing Men's Slalom,Alpine Skiing
3909,Grenoble,Alpine Skiing Men's Slalom,Alpine Skiing
3925,Nagano,Bobsleigh Men's Two,Bobsleigh
3937,Lillehammer,Ice Hockey Men's Ice Hockey,Ice Hockey
3938,Squaw Valley,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
3939,Squaw Valley,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
3940,Squaw Valley,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
3967,Calgary,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
3968,Calgary,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
3969,Albertville,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
3970,Albertville,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
3971,Albertville,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
3972,Albertville,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
3973,Lillehammer,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
3974,Lillehammer,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
3975,Lillehammer,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
3976,Nagano,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
3977,Nagano,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
3978,Nagano,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
4003,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
4038,Nagano,Luge Men's Singles,Luge
4039,Salt Lake City,Luge Men's Singles,Luge
4040,Chamonix,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
4044,Torino,Biathlon Women's 7.5 kilometres Sprint,Biathlon
4045,Torino,Biathlon Women's 15 kilometres,Biathlon
4046,Torino,Biathlon Women's 4 x 6 kilometres Relay,Biathlon
4057,Squaw Valley,Alpine Skiing Men's Downhill,Alpine Skiing
4058,Squaw Valley,Alpine Skiing Men's Giant Slalom,Alpine Skiing
4059,Squaw Valley,Alpine Skiing Men's Slalom,Alpine Skiing
4060,Innsbruck,Alpine Skiing Men's Downhill,Alpine Skiing
4070,Cortina d'Ampezzo,Ice Hockey Men's Ice Hockey,Ice Hockey
4074,Lillehammer,Alpine Skiing Men's Giant Slalom,Alpine Skiing
4075,Vancouver,Alpine Skiing Men's Downhill,Alpine Skiing
4076,Vancouver,Alpine Skiing Men's Super G,Alpine Skiing
4095,Nagano,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
4096,Nagano,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
4097,Nagano,"Ski Jumping Men's Large Hill, Team",Ski Jumping
4098,Salt Lake City,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
4099,Salt Lake City,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
4100,Salt Lake City,"Ski Jumping Men's Large Hill, Team",Ski Jumping
4101,Torino,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
4102,Torino,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
4103,Torino,"Ski Jumping Men's Large Hill, Team",Ski Jumping
4108,Torino,Alpine Skiing Men's Giant Slalom,Alpine Skiing
4109,Torino,Alpine Skiing Men's Slalom,Alpine Skiing
4110,Torino,Alpine Skiing Men's Combined,Alpine Skiing
4116,Salt Lake City,Luge Mixed (Men)'s Doubles,Luge
4117,Torino,Luge Mixed (Men)'s Doubles,Luge
4121,Salt Lake City,Alpine Skiing Men's Slalom,Alpine Skiing
4122,Salt Lake City,Alpine Skiing Men's Combined,Alpine Skiing
4123,Vancouver,Alpine Skiing Men's Slalom,Alpine Skiing
4130,Lake Placid,"Speed Skating Women's 1,000 metres",Speed Skating
4131,Lake Placid,"Speed Skating Women's 1,500 metres",Speed Skating
4132,Lake Placid,"Speed Skating Women's 3,000 metres",Speed Skating
4133,Albertville,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
4134,Albertville,Cross Country Skiing Women's 30 kilometres,Cross Country Skiing
4135,Albertville,Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing
4136,Albertville,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
4137,Lillehammer,Cross Country Skiing Women's 15 kilometres,Cross Country Skiing
4138,Lillehammer,Cross Country Skiing Women's 30 kilometres,Cross Country Skiing
4139,Lillehammer,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
4140,Nagano,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
4141,Nagano,Cross Country Skiing Women's 30 kilometres,Cross Country Skiing
4142,Nagano,Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing
4143,Nagano,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
4144,Salt Lake City,Cross Country Skiing Women's 15 kilometres,Cross Country Skiing
4145,Salt Lake City,Cross Country Skiing Women's 5/5 kilometres Pursuit,Cross Country Skiing
4146,Salt Lake City,Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing
4152,Oslo,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
4153,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
4156,Oslo,Figure Skating Women's Singles,Figure Skating
4157,Cortina d'Ampezzo,Figure Skating Women's Singles,Figure Skating
4197,Salt Lake City,Skeleton Women's Skeleton,Skeleton
4198,Torino,Skeleton Women's Skeleton,Skeleton
4203,Salt Lake City,Alpine Skiing Women's Downhill,Alpine Skiing
4204,Salt Lake City,Alpine Skiing Women's Super G,Alpine Skiing
4205,Salt Lake City,Alpine Skiing Women's Giant Slalom,Alpine Skiing
4206,Salt Lake City,Alpine Skiing Women's Slalom,Alpine Skiing
4207,Salt Lake City,Alpine Skiing Women's Combined,Alpine Skiing
4208,Torino,Alpine Skiing Women's Downhill,Alpine Skiing
4209,Torino,Alpine Skiing Women's Super G,Alpine Skiing
4210,Torino,Alpine Skiing Women's Giant Slalom,Alpine Skiing
4211,Torino,Alpine Skiing Women's Combined,Alpine Skiing
4212,Vancouver,Alpine Skiing Women's Downhill,Alpine Skiing
4213,Vancouver,Alpine Skiing Women's Super G,Alpine Skiing
4214,Vancouver,Alpine Skiing Women's Giant Slalom,Alpine Skiing
4215,Vancouver,Alpine Skiing Women's Slalom,Alpine Skiing
4216,Vancouver,Alpine Skiing Women's Combined,Alpine Skiing
4217,Sochi,Alpine Skiing Women's Downhill,Alpine Skiing
4218,Sochi,Alpine Skiing Women's Super G,Alpine Skiing
4219,Sochi,Alpine Skiing Women's Combined,Alpine Skiing
4222,Sochi,Freestyle Skiing Women's Aerials,Freestyle Skiing
4249,Chamonix,Bobsleigh Men's Four/Five,Bobsleigh
4259,Albertville,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
4260,Albertville,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
4261,Albertville,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
4262,Albertville,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
4263,Albertville,Cross Country Skiing Women's 15 kilometres,Cross Country Skiing
4264,Albertville,Cross Country Skiing Women's 30 kilometres,Cross Country Skiing
4265,Albertville,Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing
4274,Oslo,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
4275,Cortina d'Ampezzo,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
4276,Cortina d'Ampezzo,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
4277,Albertville,Freestyle Skiing Men's Moguls,Freestyle Skiing
4334,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
4361,Torino,Ice Hockey Men's Ice Hockey,Ice Hockey
4363,Squaw Valley,Ice Hockey Men's Ice Hockey,Ice Hockey
4364,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
4365,Grenoble,Ice Hockey Men's Ice Hockey,Ice Hockey
4366,Sarajevo,Bobsleigh Men's Two,Bobsleigh
4367,Sarajevo,Bobsleigh Men's Four,Bobsleigh
4375,Torino,Ice Hockey Women's Ice Hockey,Ice Hockey
4391,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
4395,Calgary,Luge Mixed (Men)'s Doubles,Luge
4412,Salt Lake City,Ice Hockey Women's Ice Hockey,Ice Hockey
4418,Calgary,Figure Skating Men's Singles,Figure Skating
4422,Albertville,Biathlon Women's 7.5 kilometres Sprint,Biathlon
4423,Albertville,Biathlon Women's 15 kilometres,Biathlon
4424,Albertville,Biathlon Women's 3 x 7.5 kilometres Relay,Biathlon
4425,Lillehammer,Biathlon Women's 15 kilometres,Biathlon
4426,Lillehammer,Biathlon Women's 4 x 7.5 kilometres Relay,Biathlon
4468,Sochi,Alpine Skiing Men's Downhill,Alpine Skiing
4469,Sochi,Alpine Skiing Men's Super G,Alpine Skiing
4470,Sochi,Alpine Skiing Men's Combined,Alpine Skiing
4509,Torino,Bobsleigh Men's Four,Bobsleigh
4510,Vancouver,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
4511,Vancouver,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
4512,Vancouver,"Ski Jumping Men's Large Hill, Team",Ski Jumping
4513,Sochi,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
4514,Sochi,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
4515,Sochi,"Ski Jumping Men's Large Hill, Team",Ski Jumping
4565,Sapporo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
4566,Sapporo,Alpine Skiing Men's Slalom,Alpine Skiing
4567,Salt Lake City,Bobsleigh Men's Two,Bobsleigh
4628,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
4629,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
4630,Torino,Ice Hockey Men's Ice Hockey,Ice Hockey
4631,Vancouver,Ice Hockey Men's Ice Hockey,Ice Hockey
4632,Sochi,Ice Hockey Men's Ice Hockey,Ice Hockey
4646,Lillehammer,Ice Hockey Men's Ice Hockey,Ice Hockey
4788,Lake Placid,Biathlon Men's 10 kilometres Sprint,Biathlon
4789,Lake Placid,Biathlon Men's 20 kilometres,Biathlon
4790,Lake Placid,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
4803,Lillehammer,Ice Hockey Men's Ice Hockey,Ice Hockey
4842,Nagano,Alpine Skiing Women's Super G,Alpine Skiing
4843,Torino,Alpine Skiing Women's Downhill,Alpine Skiing
4844,Torino,Alpine Skiing Women's Super G,Alpine Skiing
4845,Torino,Alpine Skiing Women's Giant Slalom,Alpine Skiing
4857,Calgary,Bobsleigh Men's Two,Bobsleigh
4880,Albertville,"Short Track Speed Skating Women's 3,000 metres Relay",Short Track Speed Skating
4888,Garmisch-Partenkirchen,Alpine Skiing Men's Combined,Alpine Skiing
4889,Salt Lake City,Freestyle Skiing Women's Moguls,Freestyle Skiing
4912,Albertville,Freestyle Skiing Men's Moguls,Freestyle Skiing
4913,Lillehammer,Freestyle Skiing Men's Moguls,Freestyle Skiing
4927,Torino,Snowboarding Men's Halfpipe,Snowboarding
4933,Nagano,Ice Hockey Men's Ice Hockey,Ice Hockey
4934,Garmisch-Partenkirchen,Alpine Skiing Men's Combined,Alpine Skiing
4935,Nagano,"Short Track Speed Skating Men's 5,000 metres Relay",Short Track Speed Skating
4936,Salt Lake City,Short Track Speed Skating Men's 500 metres,Short Track Speed Skating
4970,Sarajevo,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
4971,Sarajevo,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
4972,Sarajevo,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
4998,Albertville,"Ski Jumping Men's Normal Hill, Individual",Ski Jumping
4999,Albertville,"Ski Jumping Men's Large Hill, Individual",Ski Jumping
5000,Albertville,"Ski Jumping Men's Large Hill, Team",Ski Jumping
5010,Lake Placid,Figure Skating Women's Singles,Figure Skating
5036,Sapporo,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
5037,Sapporo,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
5038,Sapporo,Cross Country Skiing Women's 5 kilometres,Cross Country Skiing
5039,Sapporo,Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing
5041,Innsbruck,Figure Skating Men's Singles,Figure Skating
5046,Grenoble,Alpine Skiing Women's Giant Slalom,Alpine Skiing
5047,Grenoble,Alpine Skiing Women's Slalom,Alpine Skiing
5053,Sankt Moritz,Cross Country Skiing Men's 18 kilometres,Cross Country Skiing
5054,Sankt Moritz,Nordic Combined Men's Individual,Nordic Combined
5063,Innsbruck,Figure Skating Women's Singles,Figure Skating
5066,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
5100,Innsbruck,Figure Skating Mixed Pairs,Figure Skating
5103,Chamonix,Ice Hockey Men's Ice Hockey,Ice Hockey
5125,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
5132,Sankt Moritz,"Speed Skating Men's 5,000 metres",Speed Skating
5173,Oslo,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
5174,Chamonix,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
5176,Nagano,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
5223,Lillehammer,Bobsleigh Men's Two,Bobsleigh
5224,Innsbruck,Figure Skating Women's Singles,Figure Skating
5225,Grenoble,Figure Skating Women's Singles,Figure Skating
5226,Sapporo,Figure Skating Women's Singles,Figure Skating
5227,Calgary,Ice Hockey Men's Ice Hockey,Ice Hockey
5228,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
5232,Nagano,Ice Hockey Women's Ice Hockey,Ice Hockey
5233,Salt Lake City,Ice Hockey Women's Ice Hockey,Ice Hockey
5279,Squaw Valley,Ice Hockey Men's Ice Hockey,Ice Hockey
5280,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
5300,Vancouver,Biathlon Men's 10 kilometres Sprint,Biathlon
5301,Vancouver,Biathlon Men's 20 kilometres,Biathlon
5302,Sochi,Biathlon Men's 10 kilometres Sprint,Biathlon
5303,Sochi,Biathlon Men's 20 kilometres,Biathlon
5308,Oslo,Ice Hockey Men's Ice Hockey,Ice Hockey
5330,Oslo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
5331,Oslo,Alpine Skiing Men's Slalom,Alpine Skiing
5332,Sankt Moritz,Alpine Skiing Men's Downhill,Alpine Skiing
5333,Sankt Moritz,Alpine Skiing Men's Slalom,Alpine Skiing
5334,Sankt Moritz,Alpine Skiing Men's Combined,Alpine Skiing
5335,Oslo,Alpine Skiing Men's Downhill,Alpine Skiing
5336,Oslo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
5337,Oslo,Alpine Skiing Men's Slalom,Alpine Skiing
5338,Cortina d'Ampezzo,Alpine Skiing Men's Downhill,Alpine Skiing
5339,Cortina d'Ampezzo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
5340,Cortina d'Ampezzo,Alpine Skiing Men's Slalom,Alpine Skiing
5374,Grenoble,Bobsleigh Men's Four,Bobsleigh
5380,Sochi,Alpine Skiing Women's Slalom,Alpine Skiing
5400,Calgary,Alpine Skiing Men's Downhill,Alpine Skiing
5401,Calgary,Alpine Skiing Men's Super G,Alpine Skiing
5402,Calgary,Alpine Skiing Men's Combined,Alpine Skiing
5403,Albertville,Alpine Skiing Men's Downhill,Alpine Skiing
5404,Albertville,Alpine Skiing Men's Super G,Alpine Skiing
5405,Lillehammer,Alpine Skiing Men's Downhill,Alpine Skiing
5406,Lillehammer,Alpine Skiing Men's Super G,Alpine Skiing
5421,Lillehammer,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
5422,Lillehammer,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
5423,Lillehammer,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
5424,Nagano,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
5425,Nagano,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
5426,Nagano,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
5427,Nagano,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
5428,Nagano,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
5429,Salt Lake City,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
5430,Salt Lake City,Cross Country Skiing Men's 10/10 kilometres Pursuit,Cross Country Skiing
5431,Salt Lake City,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
5461,Cortina d'Ampezzo,Bobsleigh Men's Four,Bobsleigh
5474,Albertville,"Speed Skating Men's 1,000 metres",Speed Skating
5475,Albertville,"Speed Skating Men's 1,500 metres",Speed Skating
5478,Sankt Moritz,"Speed Skating Men's 5,000 metres",Speed Skating
5482,Lake Placid,Alpine Skiing Women's Giant Slalom,Alpine Skiing
5483,Lake Placid,Alpine Skiing Women's Slalom,Alpine Skiing
5485,Sochi,"Ski Jumping Women's Normal Hill, Individual",Ski Jumping
5502,Sochi,Ice Hockey Women's Ice Hockey,Ice Hockey
5503,Sochi,Ice Hockey Men's Ice Hockey,Ice Hockey
5514,Sankt Moritz,Figure Skating Women's Singles,Figure Skating
5515,Oslo,Figure Skating Women's Singles,Figure Skating
5527,Lillehammer,Nordic Combined Men's Individual,Nordic Combined
5565,Sochi,Short Track Speed Skating Men's 500 metres,Short Track Speed Skating
5566,Sochi,"Short Track Speed Skating Men's 1,000 metres",Short Track Speed Skating
5567,Sochi,"Short Track Speed Skating Men's 1,500 metres",Short Track Speed Skating
5568,Sochi,"Short Track Speed Skating Men's 5,000 metres Relay",Short Track Speed Skating
5650,Calgary,Cross Country Skiing Men's 15 kilometres,Cross Country Skiing
5651,Calgary,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
5652,Calgary,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
5653,Albertville,Cross Country Skiing Men's 10 kilometres,Cross Country Skiing
5654,Albertville,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
5655,Albertville,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
5656,Albertville,Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing
5691,Oslo,Bobsleigh Men's Four,Bobsleigh
5692,Cortina d'Ampezzo,Bobsleigh Men's Two,Bobsleigh
5693,Oslo,Alpine Skiing Men's Slalom,Alpine Skiing
5694,Torino,Curling Women's Curling,Curling
5695,Torino,Curling Men's Curling,Curling
5696,Innsbruck,Bobsleigh Men's Two,Bobsleigh
5697,Innsbruck,Bobsleigh Men's Four,Bobsleigh
5698,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
5699,Oslo,Bobsleigh Men's Four,Bobsleigh
5700,Cortina d'Ampezzo,Bobsleigh Men's Two,Bobsleigh
5701,Cortina d'Ampezzo,Bobsleigh Men's Four,Bobsleigh
5702,Sankt Moritz,Alpine Skiing Men's Downhill,Alpine Skiing
5703,Sankt Moritz,Alpine Skiing Men's Slalom,Alpine Skiing
5704,Sankt Moritz,Alpine Skiing Men's Combined,Alpine Skiing
5705,Oslo,Alpine Skiing Men's Downhill,Alpine Skiing
5706,Oslo,Alpine Skiing Men's Giant Slalom,Alpine Skiing
5707,Oslo,Alpine Skiing Men's Slalom,Alpine Skiing
5760,Lake Placid,Biathlon Men's 10 kilometres Sprint,Biathlon
5761,Lake Placid,Biathlon Men's 20 kilometres,Biathlon
5762,Lake Placid,Biathlon Men's 4 x 7.5 kilometres Relay,Biathlon
5780,Torino,Cross Country Skiing Men's Sprint,Cross Country Skiing
5781,Torino,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
5782,Torino,Cross Country Skiing Men's Team Sprint,Cross Country Skiing
5791,Torino,Snowboarding Women's Halfpipe,Snowboarding
5792,Albertville,Bobsleigh Men's Two,Bobsleigh
5793,Lillehammer,Bobsleigh Men's Two,Bobsleigh
5794,Nagano,Bobsleigh Men's Two,Bobsleigh
5842,Cortina d'Ampezzo,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing
5843,Cortina d'Ampezzo,Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing
5845,Albertville,Ice Hockey Men's Ice Hockey,Ice Hockey
5846,Lillehammer,Ice Hockey Men's Ice Hockey,Ice Hockey
5849,Nagano,Figure Skating Mixed Pairs,Figure Skating
5852,Lake Placid,Luge Women's Singles,Luge
5853,Sarajevo,Luge Women's Singles,Luge
5854,Salt Lake City,Ice Hockey Men's Ice Hockey,Ice Hockey
5982,Cortina d'Ampezzo,Ice Hockey Men's Ice Hockey,Ice Hockey
5983,Squaw Valley,Ice Hockey Men's Ice Hockey,Ice Hockey
5984,Innsbruck,Ice Hockey Men's Ice Hockey,Ice Hockey
5989,Innsbruck,Luge Men's Singles,Luge
5990,Innsbruck,Luge Mixed (Men)'s Doubles,Luge
6017,Torino,Ice Hockey Men's Ice Hockey,Ice Hockey
6018,Vancouver,Ice Hockey Men's Ice Hockey,Ice Hockey
6019,Sochi,Ice Hockey Men's Ice Hockey,Ice Hockey
6020,Sochi,Freestyle Skiing Men's Slopestyle,Freestyle Skiing
6021,Lake Placid,Cross Country Skiing Men's 30 kilometres,Cross Country Skiing
6022,Lake Placid,Cross Country Skiing Men's 50 kilometres,Cross Country Skiing
6023,Lake Placid,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
6025,Sarajevo,Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing
6067,Squaw Valley,Ice Hockey Men's Ice Hockey,Ice Hockey
6104,Lillehammer,Alpine Skiing Men's Slalom,Alpine Skiing
